chr	start	end	geneID	geneSymbol	symbol	NLMeanCnt	NLCountValid	NLadjPval	enrichSig	SigPeakValue	ovSig
chr4	184624373	184626872	NR_131967	LINC02365	promoter_63698	2.53062878309983	10	0	TRUE	NA	NA
chr4	184624373	184626872	NR_131965	LINC02365	promoter_63699	2.53062878309983	10	0	TRUE	NA	NA
chr1	203793622	203796121	NM_001350262	ZC3H11A	promoter_6370	2.21016389488572	7	0	TRUE	NA	NA
chr4	184624373	184626872	NR_131966	LINC02365	promoter_63700	2.53062878309983	10	0	TRUE	NA	NA
chr1	203793622	203796121	NM_014827	ZC3H11A	promoter_6371	2.21016389488572	7	0	TRUE	NA	NA
chr1	203793622	203796121	NM_001376354	ZC3H11A	promoter_6372	2.21016389488572	7	0	TRUE	NA	NA
chr4	184733597	184736096	NR_104593	CENPU	promoter_63727	2.01846034027709	5	0	TRUE	4.17962418061775	TRUE
chr4	184733597	184736096	NM_024629	CENPU	promoter_63728	2.01846034027709	5	0	TRUE	4.17962418061775	TRUE
chr1	203793622	203796121	NM_001376353	ZC3H11A	promoter_6373	2.21016389488572	7	0	TRUE	NA	NA
chr4	184808032	184810531	NM_001381881	ACSL1	promoter_63736	2.5320099608846	8	0	TRUE	5.26934831777394	TRUE
chr4	184808032	184810531	NM_001381886	ACSL1	promoter_63737	2.5320099608846	8	0	TRUE	5.26934831777394	TRUE
chr4	184808032	184810531	NM_001381888	ACSL1	promoter_63738	2.5320099608846	8	0	TRUE	5.26934831777394	TRUE
chr4	184808032	184810531	NR_167698	ACSL1	promoter_63739	2.5320099608846	8	0	TRUE	5.26934831777394	TRUE
chr1	203793622	203796121	NM_001376352	ZC3H11A	promoter_6374	2.21016389488572	7	0	TRUE	NA	NA
chr4	184808032	184810531	NR_167708	ACSL1	promoter_63740	2.5320099608846	8	0	TRUE	5.26934831777394	TRUE
chr4	184811752	184814251	NM_001286708	ACSL1	promoter_63741	2.06372952082624	5	0	TRUE	NA	NA
chr1	203793622	203796121	NM_001376351	ZC3H11A	promoter_6375	2.21016389488572	7	0	TRUE	NA	NA
chr4	184798547	184801046	NR_003542	SLED1	promoter_63755	2.18162984969736	6	0	TRUE	3.89167621330702	TRUE
chr4	184855153	184857652	NR_132989	MIR3945HG	promoter_63756	1.5902964288467	6	0.00346708307307933	TRUE	NA	NA
chr1	203793622	203796121	NM_001376350	ZC3H11A	promoter_6376	2.21016389488572	7	0	TRUE	NA	NA
chr4	184937941	184940440	NR_039660	MIR4455	promoter_63761	2.00912796667302	7	0	TRUE	3.79574544892863	TRUE
chr4	185207556	185210055	NM_001378035	SNX25	promoter_63770	1.74102367725918	6	0.00346708307307933	TRUE	NA	NA
chr4	185207556	185210055	NM_001378039	SNX25	promoter_63772	1.74102367725918	6	0.00654755632446035	TRUE	NA	NA
chr4	185207556	185210055	NM_001378040	SNX25	promoter_63773	1.74102367725918	6	0.00654755632446035	TRUE	NA	NA
chr4	185207556	185210055	NM_001378034	SNX25	promoter_63775	1.74102367725918	6	0.00346708307307933	TRUE	NA	NA
chr4	185396788	185399287	NM_001377443	LRP2BP	promoter_63777	2.17154412965018	10	0	TRUE	NA	NA
chr4	185396788	185399287	NM_001377442	LRP2BP	promoter_63778	2.17154412965018	10	0	TRUE	NA	NA
chr1	203859598	203862097	NM_003094	SNRPE	promoter_6378	1.83543726358307	5	0.00346708307307933	TRUE	3.65393845683045	TRUE
chr4	185396788	185399287	NM_001385601	LRP2BP	promoter_63782	2.17154412965018	10	0	TRUE	NA	NA
chr4	185396788	185399287	NM_001385602	LRP2BP	promoter_63783	2.17154412965018	10	0	TRUE	NA	NA
chr4	185396788	185399287	NM_001385605	LRP2BP	promoter_63784	2.17154412965018	10	0	TRUE	NA	NA
chr4	185396788	185399287	NM_001385606	LRP2BP	promoter_63785	2.17154412965018	10	0	TRUE	NA	NA
chr4	185396788	185399287	NM_001385604	LRP2BP	promoter_63787	2.17154412965018	10	0	TRUE	NA	NA
chr4	185425465	185427964	NM_018359	UFSP2	promoter_63789	1.98619767510093	6	0	TRUE	NA	NA
chr1	203859598	203862097	NM_001304464	SNRPE	promoter_6379	1.83543726358307	5	0.00346708307307933	TRUE	3.65393845683045	TRUE
chr4	185425486	185427985	NR_028085	UFSP2	promoter_63790	1.97078561188264	6	0	TRUE	NA	NA
chr4	185425486	185427985	NR_144317	UFSP2	promoter_63791	1.97078561188264	6	0	TRUE	NA	NA
chr1	203859598	203862097	NR_130746	SNRPE	promoter_6380	1.83543726358307	5	0	TRUE	3.65393845683045	TRUE
chr4	185656470	185658969	NM_001145674	SORBS2	promoter_63805	2.47415127257982	13	0	TRUE	NA	NA
chr4	185656247	185658746	NM_001145675	SORBS2	promoter_63808	2.6376297153283	14	0	TRUE	NA	NA
chr1	203859846	203862345	NM_001328638	SNRPE	promoter_6381	NA	NA	NA	NA	3.65393845683045	TRUE
chr4	186102703	186105202	NM_001367768	FAM149A	promoter_63812	2.57269444766079	9	0	TRUE	4.65945343406987	TRUE
chr1	203859846	203862345	NM_001328637	SNRPE	promoter_6382	NA	NA	NA	NA	3.65393845683045	TRUE
chr4	186264188	186266687	NM_001354804	F11	promoter_63822	2.80509716465174	14	0	TRUE	6.67588457254626	TRUE
chr4	186264188	186266687	NM_000128	F11	promoter_63823	2.80509716465174	14	0	TRUE	6.67588457254626	TRUE
chr4_KI270896v1_alt	277764	280263	NR_149039	FRG1-DT	promoter_63875	1.80626144186671	5	0	TRUE	NA	NA
chr1	204195992	204198491	NM_002256	KISS1	promoter_6391	2.57343903869971	11	0	TRUE	NA	NA
chr5	271025	273524	NR_104613	HRAT5	promoter_63936	1.819171922386	7	0.00346708307307933	TRUE	NA	NA
chr5	269620	272119	NM_001267558	PDCD6	promoter_63937	1.91611694985409	6	0	TRUE	NA	NA
chr5	269620	272119	NM_001267557	PDCD6	promoter_63938	1.91611694985409	6	0	TRUE	NA	NA
chr5	269645	272144	NM_001267559	PDCD6	promoter_63939	1.87414779768568	6	0.00346708307307933	TRUE	NA	NA
chr5	269645	272144	NR_073609	PDCD6	promoter_63940	1.87414779768568	6	0.00346708307307933	TRUE	NA	NA
chr5	269645	272144	NM_001267556	PDCD6	promoter_63941	1.87414779768568	6	0.00346708307307933	TRUE	NA	NA
chr5	269645	272144	NM_013232	PDCD6	promoter_63942	1.87414779768568	6	0	TRUE	NA	NA
chr5	269645	272144	NR_165163	PDCD6-AHRR	promoter_63943	1.87414779768568	6	0	TRUE	NA	NA
chr5	269645	272144	NR_165159	PDCD6-AHRR	promoter_63944	1.87414779768568	6	0	TRUE	NA	NA
chr1	204411318	204413817	NM_032833	PPP1R15B	promoter_6395	2.15826964410153	8	0	TRUE	5.44340050225213	TRUE
chr5	471235	473734	NR_125375	SLC9A3-AS1	promoter_63952	2.1456786413848	6	0.00346708307307933	TRUE	NA	NA
chr5	784230	786729	NR_147096	ZDHHC11B	promoter_63958	NA	NA	NA	NA	4.91585683023831	TRUE
chr5	784230	786729	NR_147095	ZDHHC11B	promoter_63959	NA	NA	NA	NA	4.91585683023831	TRUE
chr5	784230	786729	NM_001351303	ZDHHC11B	promoter_63960	NA	NA	NA	NA	4.91585683023831	TRUE
chr5	1062475	1064974	NR_039778	MIR4635	promoter_63980	2.19476501049073	7	0	TRUE	NA	NA
chr1	204514378	204516877	NM_001278518	MDM4	promoter_6399	2.05879787125718	6	0	TRUE	NA	NA
chr5	1594032	1596531	NR_003263	SDHAP3	promoter_63994	2.10052899506912	8	0	TRUE	NA	NA
chr5	1856069	1858568	NR_104602	LINC02116	promoter_63999	2.19943399924777	5	0	TRUE	NA	NA
chr1	204514378	204516877	NM_001278517	MDM4	promoter_6400	2.05879787125718	6	0	TRUE	NA	NA
chr1	204514378	204516877	NM_001278516	MDM4	promoter_6401	2.05879787125718	6	0	TRUE	NA	NA
chr1	204514378	204516877	NM_001278519	MDM4	promoter_6402	2.05879787125718	6	0	TRUE	NA	NA
chr1	204514378	204516877	NM_001204171	MDM4	promoter_6403	2.05879787125718	6	0	TRUE	NA	NA
chr5	5420676	5423175	NM_015325	ICE1	promoter_64031	1.9218032866152	6	0	TRUE	NA	NA
chr5	6580135	6582634	NR_024423	LINC01018	promoter_64035	2.14598091265538	6	0	TRUE	NA	NA
chr5	6581275	6583774	NR_024424	LINC01018	promoter_64036	2.29110906208168	7	0	TRUE	NA	NA
chr1	204514378	204516877	NM_001204172	MDM4	promoter_6404	2.05879787125718	6	0	TRUE	NA	NA
chr1	204514405	204516904	NM_002393	MDM4	promoter_6405	2.05879787125718	6	0	TRUE	NA	NA
chr5	10247920	10250419	NM_001306154	CCT5	promoter_64094	2.25916628153659	10	0	TRUE	NA	NA
chr5	10247920	10250419	NM_001306153	CCT5	promoter_64095	2.25916628153659	10	0	TRUE	NA	NA
chr5	10248279	10250778	NM_012073	CCT5	promoter_64096	2.25916628153659	10	0	TRUE	NA	NA
chr5	10248536	10251035	NM_001306155	CCT5	promoter_64097	2.22185839091876	9	0	TRUE	NA	NA
chr5	10248536	10251035	NM_001306156	CCT5	promoter_64098	2.22185839091876	9	0	TRUE	NA	NA
chr5	10307403	10309902	NM_138809	CMBL	promoter_64099	2.76713841389745	10	0	TRUE	NA	NA
chr5	10439878	10442377	NM_001201466	ROPN1L	promoter_64105	2.4421882706196	7	0	TRUE	NA	NA
chr5	10439878	10442377	NM_031916	ROPN1L	promoter_64106	2.4421882706196	7	0	TRUE	NA	NA
chr5	10760735	10763234	NM_004394	DAP	promoter_64112	2.987602784193	13	0	TRUE	NA	NA
chr5	10760735	10763234	NM_001291963	DAP	promoter_64113	2.987602784193	13	0	TRUE	NA	NA
chr5	14871279	14873778	NM_054027	ANKH	promoter_64133	NA	NA	NA	NA	3.97937330237857	TRUE
chr5	14710693	14713192	NR_046285	LOC100130744	promoter_64134	3.38772513868205	17	0	TRUE	6.31055684441063	TRUE
chr5	14825513	14828012	NR_039780	MIR4637	promoter_64135	2.06246733172191	7	0	TRUE	4.21812694052587	TRUE
chr5	16465301	16467800	NM_033414	ZNF622	promoter_64144	NA	NA	NA	NA	4.21150247355289	TRUE
chr5	16508499	16510998	NM_019000	RETREG1	promoter_64145	1.84026047342961	7	0	TRUE	NA	NA
chr1	205040948	205043447	NM_001346083	CNTN2	promoter_6419	1.85629800007494	5	0	TRUE	NA	NA
chr5	23505154	23507653	NM_001376900	PRDM9	promoter_64192	1.72000625009864	5	0.00346708307307933	TRUE	NA	NA
chr5	23505608	23508107	NM_001310214	PRDM9	promoter_64193	1.92670470727771	5	0.00346708307307933	TRUE	NA	NA
chr5	23505608	23508107	NM_020227	PRDM9	promoter_64194	1.92670470727771	5	0	TRUE	NA	NA
chr1	205041211	205043710	NM_005076	CNTN2	promoter_6420	1.79544312490616	5	0	TRUE	NA	NA
chr1	205041211	205043710	NR_144350	CNTN2	promoter_6421	1.79544312490616	5	0	TRUE	NA	NA
chr5	32173820	32176319	NM_022130	GOLPH3	promoter_64220	2.70019607927085	6	0	TRUE	NA	NA
chr5	32312440	32314939	NM_001294343	MTMR12	promoter_64221	1.86039691317615	5	0	TRUE	NA	NA
chr5	32312440	32314939	NM_001040446	MTMR12	promoter_64222	1.86039691317615	5	0	TRUE	NA	NA
chr5	32312440	32314939	NM_001294344	MTMR12	promoter_64223	1.86039691317615	5	0.00654755632446035	TRUE	NA	NA
chr5	32444241	32446740	NM_016107	ZFR	promoter_64224	2.46271405811879	10	0	TRUE	NA	NA
chr5	32444241	32446740	NR_144318	ZFR	promoter_64225	2.46271405811879	10	0	TRUE	NA	NA
chr5	34042714	34045213	NM_181435	C1QTNF3	promoter_64253	2.45005977571747	7	0	TRUE	NA	NA
chr5	34042714	34045213	NM_030945	C1QTNF3	promoter_64255	2.45005977571747	7	0	TRUE	NA	NA
chr5	34682506	34685005	NM_001145525	RAI14	promoter_64260	2.2158060545988	9	0	TRUE	NA	NA
chr5	34682506	34685005	NM_001145521	RAI14	promoter_64261	2.2158060545988	9	0	TRUE	NA	NA
chr5	34837380	34839879	NM_001317949	TTC23L	promoter_64264	1.76369387047973	5	0.00346708307307933	TRUE	NA	NA
chr5	35047450	35049949	NM_031900	AGXT2	promoter_64271	NA	NA	NA	NA	4.6066649723751	TRUE
chr5	35047450	35049949	NM_001306173	AGXT2	promoter_64272	NA	NA	NA	NA	4.6066649723751	TRUE
chr5	35117623	35120122	NM_001204318	PRLR	promoter_64273	2.01400198546933	5	0	TRUE	NA	NA
chr5	35117623	35120122	NM_001204316	PRLR	promoter_64274	2.01400198546933	5	0	TRUE	NA	NA
chr5	35117623	35120122	NM_001204317	PRLR	promoter_64275	2.01400198546933	5	0	TRUE	NA	NA
chr5	35117623	35120122	NR_037910	PRLR	promoter_64276	2.01400198546933	5	0	TRUE	NA	NA
chr5	35117623	35120122	NM_001204314	PRLR	promoter_64277	2.01400198546933	5	0	TRUE	NA	NA
chr5	35229988	35232487	NM_000949	PRLR	promoter_64278	2.30128928129311	11	0	TRUE	3.82385490039199	TRUE
chr5	35117623	35120122	NM_001204315	PRLR	promoter_64279	2.01400198546933	5	0	TRUE	NA	NA
chr5	36151388	36153887	NM_001007527	LMBRD2	promoter_64292	NA	NA	NA	NA	4.59928282184605	TRUE
chr5	36147489	36149988	NR_030306	MIR580	promoter_64293	2.36237030736685	7	0	TRUE	NA	NA
chr5	37248929	37251428	NM_023073	CPLANE1	promoter_64319	2.44521968654371	9	0	TRUE	NA	NA
chr5	37248877	37251376	NM_001384732	CPLANE1	promoter_64320	2.44521968654371	9	0	TRUE	NA	NA
chr5	37839542	37842041	NM_000514	GDNF	promoter_64332	1.6307461710844	5	0.00941700282752121	TRUE	NA	NA
chr1	205321246	205323745	NM_030952	NUAK2	promoter_6435	2.31458966442784	10	0	TRUE	NA	NA
chr5	39270150	39272649	NM_001243093	FYB1	promoter_64364	NA	NA	NA	NA	4.04827154227238	TRUE
chr5	39363996	39366495	NM_001737	C9	promoter_64368	2.11826802101887	5	0	TRUE	4.29485756140495	TRUE
chr5	40755462	40757961	NM_012382	TTC33	promoter_64374	3.13389186012469	16	0	TRUE	NA	NA
chr5	40832236	40834735	NR_002583	SNORD72	promoter_64385	2.14612609666472	5	0	TRUE	NA	NA
chr5	41923251	41925750	NM_001297437	FBXO4	promoter_64401	2.06947673456854	9	0	TRUE	NA	NA
chr5	41923253	41925752	NM_033484	FBXO4	promoter_64402	2.06947673456854	9	0	TRUE	NA	NA
chr5	41923280	41925779	NM_012176	FBXO4	promoter_64403	2.06947673456854	9	0	TRUE	NA	NA
chr5	43018312	43020811	NR_034086	LOC648987	promoter_64422	2.08347534986177	5	0	TRUE	NA	NA
chr5	43018312	43020811	NR_104649	LOC648987	promoter_64423	2.08347534986177	5	0	TRUE	NA	NA
chr5	43019144	43021643	NR_104650	LOC648987	promoter_64424	1.87424289941288	5	0	TRUE	NA	NA
chr5	43018312	43020811	NR_034085	LOC648987	promoter_64426	2.08347534986177	5	0	TRUE	NA	NA
chr5	43556594	43559093	NM_182789	PAIP1	promoter_64475	2.33986019731667	9	0	TRUE	4.44323384329765	TRUE
chr5	43556578	43559077	NM_006451	PAIP1	promoter_64476	2.33986019731667	9	0	TRUE	4.44323384329765	TRUE
chr5	43556920	43559419	NM_183323	PAIP1	promoter_64477	2.34108718223742	9	0	TRUE	4.44323384329765	TRUE
chr1	15584552	15587051	NM_024758	AGMAT	promoter_645	2.7536194458904	11	0	TRUE	NA	NA
chr5	53107841	53110340	NR_034107	LOC257396	promoter_64510	NA	NA	NA	NA	4.34527313082463	TRUE
chr5	53107841	53110340	NR_104654	LOC257396	promoter_64511	NA	NA	NA	NA	4.34527313082463	TRUE
chr1	205631512	205634011	NM_001973	ELK4	promoter_6455	NA	NA	NA	NA	5.96289794669893	TRUE
chr1	205632373	205634872	NM_021795	ELK4	promoter_6456	2.19775344962613	9	0	TRUE	5.96289794669893	TRUE
chr5	55508427	55510926	NR_049869	MIR5687	promoter_64564	1.67839105523493	5	0.00654755632446035	TRUE	NA	NA
chr1	205680010	205682509	NM_033102	SLC45A3	promoter_6457	1.97453938893023	6	0	TRUE	NA	NA
chr1	205749683	205752182	NM_022731	NUCKS1	promoter_6458	2.51405139506748	5	0	TRUE	4.76732945248197	TRUE
chr5	55994464	55996963	NR_120480	IL6ST	promoter_64587	NA	NA	NA	NA	4.03925599062058	TRUE
chr5	55994464	55996963	NM_001364278	IL6ST	promoter_64588	NA	NA	NA	NA	4.03925599062058	TRUE
chr5	55994464	55996963	NM_001364277	IL6ST	promoter_64589	NA	NA	NA	NA	4.03925599062058	TRUE
chr5	55994464	55996963	NM_001364276	IL6ST	promoter_64590	NA	NA	NA	NA	4.03925599062058	TRUE
chr5	55994464	55996963	NM_001364275	IL6ST	promoter_64591	NA	NA	NA	NA	4.03925599062058	TRUE
chr5	55994464	55996963	NM_175767	IL6ST	promoter_64592	NA	NA	NA	NA	4.03925599062058	TRUE
chr5	55994464	55996963	NM_001364279	IL6ST	promoter_64593	NA	NA	NA	NA	4.03925599062058	TRUE
chr5	55994464	55996963	NM_002184	IL6ST	promoter_64594	NA	NA	NA	NA	4.03925599062058	TRUE
chr5	55994464	55996963	NM_001190981	IL6ST	promoter_64595	NA	NA	NA	NA	4.03925599062058	TRUE
chr5	55994464	55996963	NR_157112	IL6ST	promoter_64596	NA	NA	NA	NA	4.03925599062058	TRUE
chr1	15615457	15617956	NM_032341	DDI2	promoter_646	1.95133843354909	5	0	TRUE	4.20724513016387	TRUE
chr5	56951631	56954130	NM_001297598	MIER3	promoter_64613	2.32570278391854	5	0	TRUE	NA	NA
chr5	56951631	56954130	NM_152622	MIER3	promoter_64614	2.32570278391854	5	0	TRUE	NA	NA
chr5	56951624	56954123	NM_001297599	MIER3	promoter_64615	2.32570278391854	5	0	TRUE	NA	NA
chr5	57171947	57174446	NM_001331037	GPBP1	promoter_64616	1.93899908346116	5	0.00941700282752121	TRUE	NA	NA
chr5	57171947	57174446	NM_001203246	GPBP1	promoter_64617	1.93899908346116	5	0.00346708307307933	TRUE	NA	NA
chr5	57212073	57214572	NM_001127236	GPBP1	promoter_64620	NA	NA	NA	NA	5.33177103251697	TRUE
chr5	58459587	58462086	NM_006622	PLK2	promoter_64626	2.7789644874183	6	0	TRUE	5.20494043276979	TRUE
chr5	58459640	58462139	NM_001252226	PLK2	promoter_64627	2.6864866443967	6	0	TRUE	5.20494043276979	TRUE
chr5	61160315	61162814	NR_109908	SMIM15-AS1	promoter_64670	2.04511974636489	9	0	TRUE	3.01234182976958	TRUE
chr5	61735199	61737698	NR_105000	C5orf64-AS1	promoter_64678	2.2992090818106	8	0	TRUE	NA	NA
chr5	62410762	62413261	NM_016338	IPO11	promoter_64686	1.86533333989079	6	0	TRUE	NA	NA
chr5	62416883	62419382	NM_001134779	IPO11	promoter_64687	NA	NA	NA	NA	4.17367122181353	TRUE
chr1	15657712	15660211	NM_006511	RSC1A1	promoter_647	1.8845995580201	6	0	TRUE	NA	NA
chr5	66957072	66959571	NM_001290226	MAST4	promoter_64750	1.869378958738	8	0	TRUE	NA	NA
chr5	68187875	68190374	NR_105003	LINC02219	promoter_64757	2.50273349182967	13	0	TRUE	5.07307993652355	TRUE
chr5	68290576	68293075	NM_001242466	PIK3R1	promoter_64761	NA	NA	NA	NA	4.64724581481014	TRUE
chr5	69092013	69094512	NM_001251969	SLC30A5	promoter_64763	2.68218925455988	9	0	TRUE	NA	NA
chr5	69092013	69094512	NM_024055	SLC30A5	promoter_64764	2.68218925455988	9	0	TRUE	NA	NA
chr5	69092013	69094512	NM_022902	SLC30A5	promoter_64765	2.68218925455988	9	0	TRUE	NA	NA
chr5	69215759	69218258	NM_033281	MRPS36	promoter_64771	2.37228705702537	8	0	TRUE	NA	NA
chr1	206051172	206053671	NM_001007544	RHEX	promoter_6479	2.25549552619025	8	0	TRUE	3.86052552706518	TRUE
chr1	15682319	15684818	NM_015164	PLEKHM2	promoter_648	1.88173860712511	5	0.00654755632446035	TRUE	NA	NA
chr1	206081594	206084093	NM_001369490	RHEX	promoter_6480	2.33239354083505	7	0	TRUE	NA	NA
chr5	69558190	69560689	NM_001098728	GTF2H2C	promoter_64806	NA	NA	NA	NA	3.91726923044693	TRUE
chr5	69558190	69560689	NM_001375998	GTF2H2C	promoter_64807	NA	NA	NA	NA	3.91726923044693	TRUE
chr5	69558190	69560689	NM_001375999	GTF2H2C	promoter_64808	NA	NA	NA	NA	3.91726923044693	TRUE
chr5	69558190	69560689	NM_001376005	GTF2H2C	promoter_64809	NA	NA	NA	NA	3.91726923044693	TRUE
chr1	206116889	206119388	NM_000707	AVPR1B	promoter_6481	2.32497356103143	10	0	TRUE	NA	NA
chr5	69558190	69560689	NM_001376000	GTF2H2C	promoter_64810	NA	NA	NA	NA	3.91726923044693	TRUE
chr5	69558190	69560689	NM_001376003	GTF2H2C	promoter_64811	NA	NA	NA	NA	3.91726923044693	TRUE
chr5	69558190	69560689	NM_001376002	GTF2H2C	promoter_64812	NA	NA	NA	NA	3.91726923044693	TRUE
chr5	69558190	69560689	NM_001376001	GTF2H2C	promoter_64813	NA	NA	NA	NA	3.91726923044693	TRUE
chr5	69558190	69560689	NM_001376006	GTF2H2C	promoter_64814	NA	NA	NA	NA	3.91726923044693	TRUE
chr5	69558190	69560689	NR_164749	GTF2H2C	promoter_64815	NA	NA	NA	NA	3.91726923044693	TRUE
chr5	69558190	69560689	NR_164750	GTF2H2C	promoter_64816	NA	NA	NA	NA	3.91726923044693	TRUE
chr5	69558190	69560689	NR_164751	GTF2H2C	promoter_64817	NA	NA	NA	NA	3.91726923044693	TRUE
chr5	69558190	69560689	NR_164752	GTF2H2C	promoter_64818	NA	NA	NA	NA	3.91726923044693	TRUE
chr5	69558204	69560703	NM_001354439	GTF2H2C_2	promoter_64819	1.7006403977572	6	0.00941700282752121	TRUE	3.91726923044693	TRUE
chr5	69558204	69560703	NM_001354437	GTF2H2C_2	promoter_64820	1.7006403977572	6	0.00941700282752121	TRUE	3.91726923044693	TRUE
chr5	69558204	69560703	NM_001042490	GTF2H2C_2	promoter_64821	1.7006403977572	6	0.00346708307307933	TRUE	3.91726923044693	TRUE
chr5	69558204	69560703	NM_001354438	GTF2H2C_2	promoter_64822	NA	NA	NA	NA	3.91726923044693	TRUE
chr5	69558222	69560721	NR_033417	GTF2H2B	promoter_64823	1.7006403977572	6	0.00654755632446035	TRUE	3.91726923044693	TRUE
chr5	69629144	69631643	NR_157804	LOC101929599	promoter_64824	1.79777303588316	5	0	TRUE	NA	NA
chr5	69842668	69845167	NR_146391	GUSBP16	promoter_64827	1.70071742180927	6	0.00346708307307933	TRUE	NA	NA
chr5	69903521	69906020	NR_157804	LOC101929599	promoter_64829	1.71223849846144	6	0.00346708307307933	TRUE	NA	NA
chr5	70289678	70292177	NR_029426	GUSBP14	promoter_64843	1.94800862671536	6	0	TRUE	NA	NA
chr5	70585303	70587802	NR_027386	GUSBP3	promoter_64844	2.10795474856572	8	0.00654755632446035	TRUE	NA	NA
chr5	70778587	70781086	NR_157804	LOC101929599	promoter_64875	2.01574503620657	5	0.00346708307307933	TRUE	NA	NA
chr5	71067171	71069670	NM_001515	GTF2H2	promoter_64891	NA	NA	NA	NA	3.5484677340142	TRUE
chr5	71067193	71069692	NM_001354439	GTF2H2C_2	promoter_64892	NA	NA	NA	NA	3.5484677340142	TRUE
chr5	71067193	71069692	NM_001354437	GTF2H2C_2	promoter_64893	NA	NA	NA	NA	3.5484677340142	TRUE
chr5	71067193	71069692	NM_001354438	GTF2H2C_2	promoter_64894	NA	NA	NA	NA	3.5484677340142	TRUE
chr5	71067193	71069692	NM_001042490	GTF2H2C_2	promoter_64895	NA	NA	NA	NA	3.5484677340142	TRUE
chr5	71067240	71069739	NM_001364571	GTF2H2	promoter_64896	NA	NA	NA	NA	3.5484677340142	TRUE
chr5	71067240	71069739	NM_001364572	GTF2H2	promoter_64897	NA	NA	NA	NA	3.5484677340142	TRUE
chr5	71067240	71069739	NM_001364567	GTF2H2	promoter_64898	NA	NA	NA	NA	3.5484677340142	TRUE
chr5	71067240	71069739	NM_001364573	GTF2H2	promoter_64899	NA	NA	NA	NA	3.5484677340142	TRUE
chr5	71067240	71069739	NM_001364570	GTF2H2	promoter_64900	NA	NA	NA	NA	3.5484677340142	TRUE
chr5	71067240	71069739	NM_001364568	GTF2H2	promoter_64901	NA	NA	NA	NA	3.5484677340142	TRUE
chr5	71067240	71069739	NM_001364569	GTF2H2	promoter_64902	NA	NA	NA	NA	3.5484677340142	TRUE
chr1	206205274	206207773	NM_001385240	FAM72A	promoter_6492	2.0124285334541	7	0	TRUE	NA	NA
chr5	72318366	72320865	NM_001284405	PTCD2	promoter_64925	2.15494655958982	7	0	TRUE	NA	NA
chr5	72318366	72320865	NM_001284404	PTCD2	promoter_64926	2.15494655958982	7	0	TRUE	NA	NA
chr5	72318372	72320871	NM_024754	PTCD2	promoter_64927	2.15494655958982	7	0	TRUE	NA	NA
chr5	72318372	72320871	NM_001284403	PTCD2	promoter_64928	2.15494655958982	7	0	TRUE	NA	NA
chr1	206205274	206207773	NM_001385243	FAM72A	promoter_6493	2.0124285334541	7	0.00346708307307933	TRUE	NA	NA
chr5	72876590	72879089	NR_039968	MIR4804	promoter_64939	1.79813783517234	8	0	TRUE	4.34146140428404	TRUE
chr5	72876590	72879089	NR_039968	MIR4804	promoter_64939	1.79813783517234	8	0	TRUE	4.34146140428404	TRUE
chr5	74683232	74685731	NM_000521	HEXB	promoter_64968	2.38481155655287	9	0	TRUE	NA	NA
chr5	74765248	74767747	NM_001364506	NSA2	promoter_64974	2.34827866491312	6	0	TRUE	NA	NA
chr5	74765248	74767747	NR_073403	NSA2	promoter_64975	2.34827866491312	6	0	TRUE	NA	NA
chr5	74765248	74767747	NM_001271665	NSA2	promoter_64976	2.34827866491312	6	0	TRUE	NA	NA
chr5	74765248	74767747	NM_014886	NSA2	promoter_64977	2.34827866491312	6	0	TRUE	NA	NA
chr5	74765248	74767747	NR_157206	NSA2	promoter_64978	2.34827866491312	6	0	TRUE	NA	NA
chr5	74765248	74767747	NR_157205	NSA2	promoter_64979	2.34827866491312	6	0	TRUE	NA	NA
chr5	74866467	74868966	NM_015566	FAM169A	promoter_64980	2.03057649387529	8	0	TRUE	NA	NA
chr5	74865888	74868387	NR_046462	FAM169A	promoter_64981	2.18597230666368	8	0	TRUE	NA	NA
chr5	74865888	74868387	NM_001376049	FAM169A	promoter_64982	2.18597230666368	8	0	TRUE	NA	NA
chr5	74865888	74868387	NM_001376054	FAM169A	promoter_64983	2.18597230666368	8	0	TRUE	NA	NA
